predict_date,class_id,predict_quantity
201711,103507,219
201711,124140,323
201711,125403,183
201711,136916,167
201711,169673,207
201711,175962,225
201711,178529,172
201711,186250,116
201711,194201,388
201711,194450,313
201711,198427,137
201711,206765,1979
201711,209945,124
201711,219195,152
201711,221795,369
201711,245609,137
201711,248352,327
201711,249875,167
201711,250658,235
201711,265980,240
201711,270690,841
201711,281301,363
201711,281792,473
201711,289386,487
201711,289403,307
201711,290854,267
201711,291086,372
201711,291514,78
201711,302513,169
201711,304458,397
201711,308913,164
201711,321683,2232
201711,340175,169
201711,347384,3681
201711,348641,371
201711,349023,905
201711,350259,578
201711,354068,511
201711,356986,548
201711,359378,90
201711,360648,157
201711,376193,135
201711,378356,501
201711,378536,124
201711,379265,326
201711,379876,221
201711,384924,732
201711,392593,226
201711,395234,142
201711,401052,162
201711,409854,1580
201711,412240,115
201711,416749,224
201711,417803,131
201711,425432,1828
201711,436105,511
201711,437063,134
201711,437598,97
201711,453752,215
201711,468392,184
201711,472603,135
201711,475895,127
201711,481950,165
201711,482497,207
201711,492952,202
201711,496459,420
201711,501564,184
201711,510309,132
201711,516750,92
201711,526401,476
201711,527765,50
201711,527809,190
201711,540712,354
201711,559132,147
201711,560265,103
201711,569154,388
201711,576298,292
201711,580470,437
201711,580634,278
201711,587678,185
201711,591790,235
201711,597927,199
201711,603972,500
201711,612523,156
201711,614059,355
201711,619401,401
201711,621073,1102
201711,628041,730
201711,649213,143
201711,651347,204
201711,651782,108
201711,653436,182
201711,654134,617
201711,671482,111
201711,682651,305
201711,683364,110
201711,687270,499
201711,692703,612
201711,693436,220
201711,713651,235
201711,714150,229
201711,714152,505
201711,714860,192
201711,725137,137
201711,732758,192
201711,735971,2499
201711,736094,250
201711,739296,935
201711,741152,621
201711,743957,688
201711,745137,1003
201711,750340,122
201711,760412,103
201711,786351,143
201711,789290,86
201711,810398,138
201711,815230,200
201711,819061,135
201711,842246,166
201711,851857,191
201711,854079,198
201711,854548,145
201711,861459,249
201711,871642,194
201711,872180,157
201711,883691,288
201711,890189,1441
201711,905061,375
201711,905745,177
201711,914348,615
201711,923841,735
201711,924154,1185
201711,948936,91
201711,950264,1191
201711,953842,891
201711,961362,89
201711,961962,117
201711,963845,236
201711,973106,167
201711,978089,511
