predict_date,class_id,predict_quantity
201711,103507,202
201711,124140,307
201711,125403,219
201711,136916,171
201711,169673,211
201711,175962,252
201711,178529,170
201711,186250,105
201711,194201,371
201711,194450,307
201711,198427,128
201711,206765,2084
201711,209945,156
201711,219195,160
201711,221795,390
201711,245609,133
201711,248352,281
201711,249875,149
201711,250658,249
201711,265980,281
201711,270690,719
201711,281301,403
201711,281792,475
201711,289386,473
201711,289403,302
201711,290854,283
201711,291086,396
201711,291514,84
201711,302513,177
201711,304458,456
201711,308913,153
201711,321683,2208
201711,340175,201
201711,347384,3591
201711,348641,394
201711,349023,1072
201711,350259,646
201711,354068,530
201711,356986,550
201711,359378,75
201711,360648,169
201711,376193,129
201711,378356,451
201711,378536,126
201711,379265,332
201711,379876,170
201711,384924,799
201711,392593,227
201711,395234,135
201711,401052,173
201711,409854,1705
201711,412240,115
201711,416749,221
201711,417803,126
201711,425432,1834
201711,436105,483
201711,437063,170
201711,437598,109
201711,453752,258
201711,468392,182
201711,472603,130
201711,475895,117
201711,481950,168
201711,482497,231
201711,492952,206
201711,496459,408
201711,501564,194
201711,510309,133
201711,516750,72
201711,526401,484
201711,527765,67
201711,527809,219
201711,540712,369
201711,559132,172
201711,560265,97
201711,569154,388
201711,576298,285
201711,580470,438
201711,580634,277
201711,587678,213
201711,591790,274
201711,597927,203
201711,603972,446
201711,612523,160
201711,614059,387
201711,619401,418
201711,621073,1113
201711,628041,763
201711,649213,123
201711,651347,213
201711,651782,112
201711,653436,193
201711,654134,633
201711,671482,96
201711,682651,332
201711,683364,97
201711,687270,475
201711,692703,605
201711,693436,233
201711,713651,271
201711,714150,239
201711,714152,513
201711,714860,184
201711,725137,141
201711,732758,222
201711,735971,2235
201711,736094,261
201711,739296,910
201711,741152,617
201711,743957,699
201711,745137,940
201711,750340,114
201711,760412,85
201711,786351,124
201711,789290,90
201711,810398,122
201711,815230,202
201711,819061,131
201711,842246,160
201711,851857,192
201711,854079,223
201711,854548,136
201711,861459,278
201711,871642,191
201711,872180,159
201711,883691,285
201711,890189,1663
201711,905061,387
201711,905745,193
201711,914348,596
201711,923841,703
201711,924154,1197
201711,948936,90
201711,950264,1196
201711,953842,1032
201711,961362,104
201711,961962,115
201711,963845,237
201711,973106,194
201711,978089,434
