predict_date,class_id,predict_quantity
201711,103507,207
201711,124140,287
201711,125403,161
201711,136916,196
201711,169673,185
201711,175962,250
201711,178529,173
201711,186250,119
201711,194201,353
201711,194450,274
201711,198427,123
201711,206765,1862
201711,209945,113
201711,219195,141
201711,221795,370
201711,245609,141
201711,248352,300
201711,249875,159
201711,250658,205
201711,265980,240
201711,270690,969
201711,281301,352
201711,281792,468
201711,289386,505
201711,289403,257
201711,290854,247
201711,291086,357
201711,291514,71
201711,302513,185
201711,304458,434
201711,308913,180
201711,321683,2294
201711,340175,180
201711,347384,3527
201711,348641,333
201711,349023,1065
201711,350259,439
201711,354068,442
201711,356986,538
201711,359378,107
201711,360648,159
201711,376193,141
201711,378356,476
201711,378536,139
201711,379265,351
201711,379876,255
201711,384924,740
201711,392593,221
201711,395234,169
201711,401052,157
201711,409854,1311
201711,412240,95
201711,416749,226
201711,417803,145
201711,425432,1828
201711,436105,424
201711,437063,122
201711,437598,96
201711,453752,202
201711,468392,177
201711,472603,129
201711,475895,141
201711,481950,168
201711,482497,182
201711,492952,201
201711,496459,416
201711,501564,164
201711,510309,131
201711,516750,92
201711,526401,477
201711,527765,49
201711,527809,162
201711,540712,302
201711,559132,138
201711,560265,98
201711,569154,347
201711,576298,311
201711,580470,454
201711,580634,242
201711,587678,178
201711,591790,259
201711,597927,196
201711,603972,457
201711,612523,146
201711,614059,331
201711,619401,438
201711,621073,1160
201711,628041,776
201711,649213,120
201711,651347,201
201711,651782,98
201711,653436,190
201711,654134,553
201711,671482,104
201711,682651,295
201711,683364,120
201711,687270,496
201711,692703,507
201711,693436,220
201711,713651,197
201711,714150,226
201711,714152,420
201711,714860,166
201711,725137,138
201711,732758,178
201711,735971,2520
201711,736094,249
201711,739296,879
201711,741152,604
201711,743957,589
201711,745137,936
201711,750340,119
201711,760412,96
201711,786351,190
201711,789290,85
201711,810398,140
201711,815230,196
201711,819061,157
201711,842246,162
201711,851857,169
201711,854079,186
201711,854548,150
201711,861459,274
201711,871642,177
201711,872180,142
201711,883691,289
201711,890189,1320
201711,905061,412
201711,905745,189
201711,914348,676
201711,923841,636
201711,924154,1243
201711,948936,102
201711,950264,1182
201711,953842,935
201711,961362,88
201711,961962,98
201711,963845,224
201711,973106,157
201711,978089,520
