predict_date,class_id,predict_quantity
201711,103507,190
201711,124140,308
201711,125403,211
201711,136916,168
201711,169673,215
201711,175962,230
201711,178529,159
201711,186250,117
201711,194201,353
201711,194450,305
201711,198427,133
201711,206765,2084
201711,209945,157
201711,219195,149
201711,221795,403
201711,245609,136
201711,248352,292
201711,249875,147
201711,250658,239
201711,265980,272
201711,270690,709
201711,281301,383
201711,281792,470
201711,289386,495
201711,289403,297
201711,290854,294
201711,291086,363
201711,291514,91
201711,302513,174
201711,304458,445
201711,308913,158
201711,321683,2208
201711,340175,195
201711,347384,3591
201711,348641,368
201711,349023,1072
201711,350259,596
201711,354068,508
201711,356986,576
201711,359378,85
201711,360648,164
201711,376193,136
201711,378356,485
201711,378536,132
201711,379265,312
201711,379876,182
201711,384924,767
201711,392593,225
201711,395234,143
201711,401052,171
201711,409854,1705
201711,412240,109
201711,416749,229
201711,417803,133
201711,425432,1834
201711,436105,490
201711,437063,174
201711,437598,115
201711,453752,243
201711,468392,183
201711,472603,147
201711,475895,133
201711,481950,166
201711,482497,223
201711,492952,218
201711,496459,406
201711,501564,188
201711,510309,144
201711,516750,89
201711,526401,443
201711,527765,63
201711,527809,208
201711,540712,354
201711,559132,170
201711,560265,95
201711,569154,363
201711,576298,289
201711,580470,463
201711,580634,273
201711,587678,206
201711,591790,247
201711,597927,204
201711,603972,475
201711,612523,169
201711,614059,369
201711,619401,425
201711,621073,1113
201711,628041,762
201711,649213,131
201711,651347,207
201711,651782,120
201711,653436,187
201711,654134,617
201711,671482,115
201711,682651,315
201711,683364,114
201711,687270,496
201711,692703,584
201711,693436,216
201711,713651,276
201711,714150,232
201711,714152,529
201711,714860,197
201711,725137,140
201711,732758,217
201711,735971,2235
201711,736094,237
201711,739296,868
201711,741152,604
201711,743957,740
201711,745137,1060
201711,750340,124
201711,760412,89
201711,786351,140
201711,789290,87
201711,810398,137
201711,815230,185
201711,819061,141
201711,842246,170
201711,851857,196
201711,854079,224
201711,854548,139
201711,861459,264
201711,871642,177
201711,872180,151
201711,883691,277
201711,890189,1663
201711,905061,362
201711,905745,181
201711,914348,578
201711,923841,718
201711,924154,1197
201711,948936,92
201711,950264,1196
201711,953842,1032
201711,961362,87
201711,961962,128
201711,963845,226
201711,973106,196
201711,978089,498
