predict_date,class_id,predict_quantity
201711,103507,228
201711,124140,284
201711,125403,175
201711,136916,207
201711,169673,192
201711,175962,245
201711,178529,188
201711,186250,112
201711,194201,398
201711,194450,261
201711,198427,116
201711,206765,1785
201711,209945,162
201711,219195,142
201711,221795,360
201711,245609,137
201711,248352,370
201711,249875,161
201711,250658,188
201711,265980,245
201711,270690,971
201711,281301,353
201711,281792,438
201711,289386,496
201711,289403,284
201711,290854,314
201711,291086,346
201711,291514,86
201711,302513,169
201711,304458,449
201711,308913,182
201711,321683,2222
201711,340175,210
201711,347384,2854
201711,348641,335
201711,349023,952
201711,350259,481
201711,354068,498
201711,356986,505
201711,359378,92
201711,360648,160
201711,376193,158
201711,378356,487
201711,378536,132
201711,379265,312
201711,379876,235
201711,384924,731
201711,392593,220
201711,395234,163
201711,401052,137
201711,409854,1441
201711,412240,97
201711,416749,223
201711,417803,179
201711,425432,1844
201711,436105,430
201711,437063,127
201711,437598,110
201711,453752,183
201711,468392,175
201711,472603,143
201711,475895,134
201711,481950,166
201711,482497,183
201711,492952,217
201711,496459,420
201711,501564,185
201711,510309,137
201711,516750,104
201711,526401,409
201711,527765,49
201711,527809,180
201711,540712,291
201711,559132,135
201711,560265,105
201711,569154,345
201711,576298,304
201711,580470,441
201711,580634,238
201711,587678,231
201711,591790,275
201711,597927,191
201711,603972,504
201711,612523,168
201711,614059,331
201711,619401,410
201711,621073,1094
201711,628041,758
201711,649213,118
201711,651347,217
201711,651782,90
201711,653436,204
201711,654134,589
201711,671482,149
201711,682651,290
201711,683364,101
201711,687270,503
201711,692703,534
201711,693436,275
201711,713651,185
201711,714150,222
201711,714152,461
201711,714860,173
201711,725137,161
201711,732758,170
201711,735971,2342
201711,736094,233
201711,739296,842
201711,741152,587
201711,743957,608
201711,745137,956
201711,750340,132
201711,760412,98
201711,786351,215
201711,789290,76
201711,810398,133
201711,815230,184
201711,819061,195
201711,842246,197
201711,851857,179
201711,854079,186
201711,854548,139
201711,861459,246
201711,871642,194
201711,872180,160
201711,883691,277
201711,890189,1164
201711,905061,444
201711,905745,179
201711,914348,663
201711,923841,608
201711,924154,1236
201711,948936,91
201711,950264,1190
201711,953842,875
201711,961362,70
201711,961962,107
201711,963845,241
201711,973106,272
201711,978089,541
