predict_date,class_id,predict_quantity
201711,103507,265
201711,124140,246
201711,125403,173
201711,136916,244
201711,169673,134
201711,175962,230
201711,178529,232
201711,186250,139
201711,194201,244
201711,194450,215
201711,198427,80
201711,206765,1447
201711,209945,194
201711,219195,177
201711,221795,314
201711,245609,98
201711,248352,267
201711,249875,151
201711,250658,117
201711,265980,256
201711,270690,727
201711,281301,438
201711,281792,293
201711,289386,231
201711,289403,118
201711,290854,408
201711,291086,196
201711,291514,105
201711,302513,136
201711,304458,229
201711,308913,19
201711,321683,1604
201711,340175,180
201711,347384,2227
201711,348641,300
201711,349023,753
201711,350259,430
201711,354068,411
201711,356986,418
201711,359378,122
201711,360648,121
201711,376193,136
201711,378356,455
201711,378536,101
201711,379265,341
201711,379876,101
201711,384924,601
201711,392593,186
201711,395234,139
201711,401052,91
201711,409854,1556
201711,412240,-4
201711,416749,291
201711,417803,135
201711,425432,1097
201711,436105,270
201711,437063,130
201711,437598,296
201711,453752,141
201711,468392,195
201711,472603,147
201711,475895,93
201711,481950,63
201711,482497,189
201711,492952,259
201711,496459,444
201711,501564,170
201711,510309,147
201711,516750,80
201711,526401,230
201711,527765,46
201711,527809,216
201711,540712,113
201711,559132,125
201711,560265,135
201711,569154,337
201711,576298,155
201711,580470,382
201711,580634,194
201711,587678,233
201711,591790,210
201711,597927,191
201711,603972,435
201711,612523,151
201711,614059,277
201711,619401,272
201711,621073,1606
201711,628041,449
201711,649213,105
201711,651347,185
201711,651782,104
201711,653436,226
201711,654134,946
201711,671482,136
201711,682651,271
201711,683364,57
201711,687270,351
201711,692703,546
201711,693436,217
201711,713651,52
201711,714150,252
201711,714152,395
201711,714860,319
201711,725137,133
201711,732758,170
201711,735971,1257
201711,736094,257
201711,739296,744
201711,741152,619
201711,743957,600
201711,745137,763
201711,750340,113
201711,760412,47
201711,786351,170
201711,789290,36
201711,810398,71
201711,815230,144
201711,819061,355
201711,842246,194
201711,851857,154
201711,854079,86
201711,854548,60
201711,861459,144
201711,871642,200
201711,872180,175
201711,883691,245
201711,890189,838
201711,905061,137
201711,905745,141
201711,914348,547
201711,923841,466
201711,924154,1079
201711,948936,112
201711,950264,618
201711,953842,503
201711,961362,66
201711,961962,82
201711,963845,263
201711,973106,206
201711,978089,444
