predict_date,class_id,predict_quantity
201711,103507,210
201711,124140,302
201711,125403,180
201711,136916,202
201711,169673,212
201711,175962,231
201711,178529,178
201711,186250,119
201711,194201,352
201711,194450,266
201711,198427,119
201711,206765,1770
201711,209945,157
201711,219195,145
201711,221795,360
201711,245609,138
201711,248352,328
201711,249875,167
201711,250658,188
201711,265980,233
201711,270690,926
201711,281301,379
201711,281792,454
201711,289386,509
201711,289403,269
201711,290854,309
201711,291086,297
201711,291514,94
201711,302513,160
201711,304458,447
201711,308913,185
201711,321683,2125
201711,340175,233
201711,347384,2720
201711,348641,327
201711,349023,1076
201711,350259,475
201711,354068,535
201711,356986,485
201711,359378,102
201711,360648,159
201711,376193,135
201711,378356,467
201711,378536,135
201711,379265,309
201711,379876,233
201711,384924,820
201711,392593,192
201711,395234,139
201711,401052,140
201711,409854,1494
201711,412240,103
201711,416749,232
201711,417803,183
201711,425432,1849
201711,436105,441
201711,437063,129
201711,437598,110
201711,453752,193
201711,468392,170
201711,472603,129
201711,475895,122
201711,481950,158
201711,482497,183
201711,492952,230
201711,496459,423
201711,501564,180
201711,510309,134
201711,516750,91
201711,526401,408
201711,527765,49
201711,527809,167
201711,540712,285
201711,559132,131
201711,560265,101
201711,569154,351
201711,576298,256
201711,580470,438
201711,580634,236
201711,587678,266
201711,591790,272
201711,597927,188
201711,603972,431
201711,612523,180
201711,614059,321
201711,619401,396
201711,621073,1126
201711,628041,738
201711,649213,117
201711,651347,223
201711,651782,91
201711,653436,215
201711,654134,588
201711,671482,173
201711,682651,286
201711,683364,106
201711,687270,525
201711,692703,515
201711,693436,270
201711,713651,175
201711,714150,224
201711,714152,450
201711,714860,186
201711,725137,162
201711,732758,187
201711,735971,2257
201711,736094,234
201711,739296,772
201711,741152,656
201711,743957,644
201711,745137,989
201711,750340,127
201711,760412,81
201711,786351,184
201711,789290,74
201711,810398,133
201711,815230,176
201711,819061,212
201711,842246,186
201711,851857,183
201711,854079,174
201711,854548,145
201711,861459,255
201711,871642,196
201711,872180,155
201711,883691,286
201711,890189,1182
201711,905061,397
201711,905745,178
201711,914348,595
201711,923841,629
201711,924154,1254
201711,948936,91
201711,950264,1042
201711,953842,834
201711,961362,69
201711,961962,101
201711,963845,238
201711,973106,217
201711,978089,520
