predict_date,class_id,predict_quantity
201711,289403,286
201711,745137,928
201711,714860,175
201711,175962,242
201711,270690,783
201711,290854,226
201711,692703,540
201711,978089,486
201711,219195,145
201711,851857,172
201711,304458,401
201711,349023,1035
201711,281792,475
201711,510309,121
201711,379876,183
201711,750340,126
201711,576298,266
201711,347384,3373
201711,354068,484
201711,416749,212
201711,125403,167
201711,409854,1603
201711,786351,146
201711,281301,335
201711,654134,569
201711,425432,1897
201711,871642,179
201711,559132,133
201711,819061,123
201711,482497,190
201711,614059,332
201711,527809,171
201711,472603,132
201711,124140,291
201711,291514,69
201711,693436,190
201711,649213,134
201711,854079,189
201711,453752,201
201711,587678,176
201711,924154,1299
201711,628041,770
201711,437598,96
201711,378356,463
201711,209945,119
201711,732758,176
201711,245609,144
201711,356986,519
201711,905745,197
201711,540712,323
201711,265980,227
201711,103507,203
201711,516750,98
201711,412240,107
201711,591790,221
201711,350259,509
201711,713651,216
201711,671482,118
201711,221795,391
201711,492952,195
201711,580634,248
201711,496459,385
201711,321683,2124
201711,714152,451
201711,735971,2454
201711,384924,715
201711,739296,875
201711,289386,493
201711,392593,210
201711,963845,220
201711,580470,459
201711,741152,571
201711,682651,282
201711,401052,147
201711,526401,439
201711,379265,370
201711,961962,108
201711,560265,95
201711,291086,345
201711,651347,224
201711,948936,100
201711,603972,477
201711,597927,182
201711,743957,751
201711,914348,543
201711,883691,281
201711,923841,699
201711,436105,462
201711,481950,173
201711,248352,297
201711,961362,82
201711,950264,1335
201711,308913,163
201711,250658,215
201711,621073,1059
201711,198427,131
201711,651782,102
201711,619401,430
201711,348641,340
201711,194450,279
201711,206765,1889
201711,178529,173
201711,953842,954
201711,395234,147
201711,468392,173
201711,302513,187
201711,973106,152
201711,136916,180
201711,760412,94
201711,683364,117
201711,360648,170
201711,736094,236
201711,378536,132
201711,186250,125
201711,569154,345
201711,810398,144
201711,501564,168
201711,475895,131
201711,249875,157
201711,890189,1403
201711,527765,71
201711,815230,184
201711,861459,267
201711,437063,120
201711,854548,146
201711,789290,89
201711,417803,141
201711,714150,213
201711,687270,468
201711,842246,158
201711,169673,188
201711,905061,395
201711,194201,380
201711,872180,146
201711,612523,146
201711,725137,125
201711,653436,193
201711,376193,118
201711,340175,162
201711,359378,91
