predict_date,class_id,predict_quantity
201711,103507,231
201711,124140,285
201711,125403,164
201711,136916,186
201711,169673,181
201711,175962,237
201711,178529,188
201711,186250,146
201711,194201,404
201711,194450,308
201711,198427,131
201711,206765,1933
201711,209945,129
201711,219195,140
201711,221795,373
201711,245609,149
201711,248352,322
201711,249875,157
201711,250658,217
201711,265980,230
201711,270690,890
201711,281301,341
201711,281792,455
201711,289386,490
201711,289403,291
201711,290854,234
201711,291086,346
201711,291514,75
201711,302513,178
201711,304458,403
201711,308913,161
201711,321683,2047
201711,340175,165
201711,347384,2901
201711,348641,340
201711,349023,1016
201711,350259,488
201711,354068,474
201711,356986,541
201711,359378,99
201711,360648,162
201711,376193,136
201711,378356,465
201711,378536,141
201711,379265,395
201711,379876,180
201711,384924,759
201711,392593,206
201711,395234,147
201711,401052,154
201711,409854,1428
201711,412240,92
201711,416749,216
201711,417803,148
201711,425432,1866
201711,436105,465
201711,437063,151
201711,437598,111
201711,453752,191
201711,468392,171
201711,472603,154
201711,475895,128
201711,481950,167
201711,482497,178
201711,492952,200
201711,496459,387
201711,501564,177
201711,510309,122
201711,516750,95
201711,526401,446
201711,527765,62
201711,527809,178
201711,540712,319
201711,559132,130
201711,560265,100
201711,569154,331
201711,576298,259
201711,580470,445
201711,580634,251
201711,587678,175
201711,591790,225
201711,597927,215
201711,603972,484
201711,612523,162
201711,614059,325
201711,619401,412
201711,621073,1098
201711,628041,754
201711,649213,123
201711,651347,212
201711,651782,103
201711,653436,218
201711,654134,607
201711,671482,130
201711,682651,284
201711,683364,123
201711,687270,585
201711,692703,526
201711,693436,226
201711,713651,215
201711,714150,211
201711,714152,434
201711,714860,196
201711,725137,135
201711,732758,176
201711,735971,2599
201711,736094,232
201711,739296,823
201711,741152,574
201711,743957,705
201711,745137,977
201711,750340,135
201711,760412,79
201711,786351,186
201711,789290,85
201711,810398,137
201711,815230,192
201711,819061,174
201711,842246,176
201711,851857,180
201711,854079,177
201711,854548,148
201711,861459,291
201711,871642,189
201711,872180,156
201711,883691,273
201711,890189,1198
201711,905061,364
201711,905745,193
201711,914348,501
201711,923841,695
201711,924154,1219
201711,948936,100
201711,950264,1178
201711,953842,1045
201711,961362,91
201711,961962,113
201711,963845,249
201711,973106,238
201711,978089,445
