predict_date,class_id,predict_quantity
201711,103507,216
201711,124140,327
201711,125403,178
201711,136916,174
201711,169673,201
201711,175962,225
201711,178529,172
201711,186250,119
201711,194201,378
201711,194450,310
201711,198427,143
201711,206765,2041
201711,209945,126
201711,219195,157
201711,221795,375
201711,245609,137
201711,248352,322
201711,249875,166
201711,250658,233
201711,265980,242
201711,270690,872
201711,281301,366
201711,281792,474
201711,289386,499
201711,289403,311
201711,290854,254
201711,291086,375
201711,291514,78
201711,302513,177
201711,304458,446
201711,308913,156
201711,321683,2191
201711,340175,170
201711,347384,3487
201711,348641,375
201711,349023,991
201711,350259,579
201711,354068,514
201711,356986,560
201711,359378,90
201711,360648,160
201711,376193,129
201711,378356,502
201711,378536,129
201711,379265,335
201711,379876,215
201711,384924,706
201711,392593,231
201711,395234,143
201711,401052,163
201711,409854,1574
201711,412240,117
201711,416749,227
201711,417803,134
201711,425432,1856
201711,436105,503
201711,437063,134
201711,437598,105
201711,453752,215
201711,468392,188
201711,472603,140
201711,475895,131
201711,481950,164
201711,482497,212
201711,492952,207
201711,496459,426
201711,501564,181
201711,510309,130
201711,516750,90
201711,526401,460
201711,527765,56
201711,527809,183
201711,540712,355
201711,559132,146
201711,560265,104
201711,569154,389
201711,576298,316
201711,580470,445
201711,580634,272
201711,587678,180
201711,591790,249
201711,597927,196
201711,603972,505
201711,612523,157
201711,614059,364
201711,619401,407
201711,621073,1115
201711,628041,733
201711,649213,146
201711,651347,206
201711,651782,107
201711,653436,186
201711,654134,609
201711,671482,114
201711,682651,311
201711,683364,115
201711,687270,496
201711,692703,607
201711,693436,213
201711,713651,229
201711,714150,231
201711,714152,503
201711,714860,193
201711,725137,131
201711,732758,190
201711,735971,2547
201711,736094,255
201711,739296,931
201711,741152,610
201711,743957,693
201711,745137,1019
201711,750340,120
201711,760412,102
201711,786351,148
201711,789290,87
201711,810398,139
201711,815230,195
201711,819061,131
201711,842246,170
201711,851857,184
201711,854079,200
201711,854548,141
201711,861459,254
201711,871642,187
201711,872180,158
201711,883691,301
201711,890189,1404
201711,905061,367
201711,905745,180
201711,914348,597
201711,923841,732
201711,924154,1213
201711,948936,97
201711,950264,1212
201711,953842,985
201711,961362,92
201711,961962,118
201711,963845,238
201711,973106,165
201711,978089,503
