predict_date,class_id,predict_quantity
201711,103507,202
201711,124140,290
201711,125403,165
201711,136916,179
201711,169673,195
201711,175962,244
201711,178529,178
201711,186250,124
201711,194201,385
201711,194450,278
201711,198427,132
201711,206765,1875
201711,209945,116
201711,219195,146
201711,221795,380
201711,245609,146
201711,248352,301
201711,249875,156
201711,250658,217
201711,265980,230
201711,270690,896
201711,281301,336
201711,281792,458
201711,289386,483
201711,289403,274
201711,290854,232
201711,291086,356
201711,291514,73
201711,302513,183
201711,304458,396
201711,308913,172
201711,321683,2060
201711,340175,165
201711,347384,4127
201711,348641,332
201711,349023,1049
201711,350259,493
201711,354068,455
201711,356986,505
201711,359378,103
201711,360648,168
201711,376193,124
201711,378356,471
201711,378536,134
201711,379265,349
201711,379876,211
201711,384924,701
201711,392593,205
201711,395234,151
201711,401052,155
201711,409854,1503
201711,412240,115
201711,416749,206
201711,417803,143
201711,425432,1871
201711,436105,454
201711,437063,123
201711,437598,95
201711,453752,197
201711,468392,170
201711,472603,130
201711,475895,135
201711,481950,175
201711,482497,182
201711,492952,198
201711,496459,374
201711,501564,172
201711,510309,123
201711,516750,95
201711,526401,442
201711,527765,67
201711,527809,170
201711,540712,312
201711,559132,139
201711,560265,102
201711,569154,336
201711,576298,316
201711,580470,440
201711,580634,245
201711,587678,171
201711,591790,226
201711,597927,189
201711,603972,460
201711,612523,150
201711,614059,323
201711,619401,413
201711,621073,1104
201711,628041,762
201711,649213,128
201711,651347,216
201711,651782,98
201711,653436,200
201711,654134,583
201711,671482,121
201711,682651,274
201711,683364,119
201711,687270,448
201711,692703,518
201711,693436,200
201711,713651,214
201711,714150,209
201711,714152,450
201711,714860,182
201711,725137,130
201711,732758,179
201711,735971,2516
201711,736094,229
201711,739296,855
201711,741152,564
201711,743957,734
201711,745137,894
201711,750340,130
201711,760412,101
201711,786351,155
201711,789290,91
201711,810398,146
201711,815230,184
201711,819061,130
201711,842246,159
201711,851857,172
201711,854079,186
201711,854548,155
201711,861459,270
201711,871642,176
201711,872180,144
201711,883691,273
201711,890189,1269
201711,905061,385
201711,905745,190
201711,914348,563
201711,923841,698
201711,924154,1282
201711,948936,100
201711,950264,1177
201711,953842,951
201711,961362,86
201711,961962,111
201711,963845,217
201711,973106,160
201711,978089,458
