predict_date,class_id,predict_quantity
201711,103507,183.0
201711,124140,274.0
201711,125403,242.0
201711,136916,153.5
201711,169673,185.5
201711,175962,225.5
201711,178529,156.5
201711,186250,83.0
201711,194201,308.5
201711,194450,289.0
201711,198427,112.0
201711,206765,2202.0
201711,209945,182.0
201711,219195,142.5
201711,221795,364.0
201711,245609,110.0
201711,248352,264.5
201711,249875,142.5
201711,250658,237.5
201711,265980,332.5
201711,270690,700.5
201711,281301,456.5
201711,281792,422.0
201711,289386,373.0
201711,289403,285.5
201711,290854,299.0
201711,291086,348.0
201711,291514,72.5
201711,302513,139.5
201711,304458,489.0
201711,308913,135.5
201711,321683,2126.5
201711,340175,178.5
201711,347384,2755.5
201711,348641,372.5
201711,349023,941.0
201711,350259,608.5
201711,354068,690.0
201711,356986,549.5
201711,359378,40.0
201711,360648,155.0
201711,376193,111.5
201711,378356,422.0
201711,378536,105.0
201711,379265,293.5
201711,379876,136.5
201711,384924,735.0
201711,392593,216.0
201711,395234,92.5
201711,401052,167.5
201711,409854,1741.0
201711,412240,78.0
201711,416749,255.5
201711,417803,89.0
201711,425432,1693.5
201711,436105,443.0
201711,437063,176.0
201711,437598,102.5
201711,453752,285.5
201711,468392,194.0
201711,472603,113.5
201711,475895,86.0
201711,481950,150.5
201711,482497,256.5
201711,492952,205.5
201711,496459,432.0
201711,501564,200.5
201711,510309,132.5
201711,516750,42.5
201711,526401,393.5
201711,527765,50.5
201711,527809,229.5
201711,540712,362.5
201711,559132,162.5
201711,560265,81.5
201711,569154,372.5
201711,576298,233.5
201711,580470,396.0
201711,580634,271.0
201711,587678,257.0
201711,591790,277.0
201711,597927,195.5
201711,603972,462.5
201711,612523,155.5
201711,614059,427.0
201711,619401,372.5
201711,621073,1099.5
201711,628041,733.0
201711,649213,114.5
201711,651347,178.5
201711,651782,106.5
201711,653436,146.5
201711,654134,584.0
201711,671482,74.5
201711,682651,365.0
201711,683364,73.0
201711,687270,437.0
201711,692703,565.5
201711,693436,195.5
201711,713651,285.0
201711,714150,220.0
201711,714152,576.5
201711,714860,177.5
201711,725137,111.5
201711,732758,241.5
201711,735971,2446.5
201711,736094,243.0
201711,739296,825.0
201711,741152,625.0
201711,743957,656.5
201711,745137,881.5
201711,750340,66.5
201711,760412,72.5
201711,786351,97.5
201711,789290,73.0
201711,810398,81.0
201711,815230,183.0
201711,819061,133.0
201711,842246,163.0
201711,851857,206.0
201711,854079,259.0
201711,854548,115.0
201711,861459,240.5
201711,871642,164.0
201711,872180,144.0
201711,883691,265.0
201711,890189,1337.0
201711,905061,250.0
201711,905745,174.0
201711,914348,566.5
201711,923841,677.5
201711,924154,1101.0
201711,948936,58.0
201711,950264,1052.5
201711,953842,909.0
201711,961362,88.5
201711,961962,101.0
201711,963845,224.5
201711,973106,171.5
201711,978089,400.5
