predict_date,class_id,predict_quantity
201711,103507,197
201711,124140,292
201711,125403,167
201711,136916,182
201711,169673,194
201711,175962,242
201711,178529,185
201711,186250,126
201711,194201,375
201711,194450,274
201711,198427,135
201711,206765,1851
201711,209945,118
201711,219195,146
201711,221795,378
201711,245609,146
201711,248352,299
201711,249875,156
201711,250658,218
201711,265980,225
201711,270690,893
201711,281301,330
201711,281792,475
201711,289386,501
201711,289403,280
201711,290854,235
201711,291086,342
201711,291514,73
201711,302513,186
201711,304458,402
201711,308913,164
201711,321683,2245
201711,340175,166
201711,347384,3501
201711,348641,326
201711,349023,1017
201711,350259,513
201711,354068,472
201711,356986,516
201711,359378,107
201711,360648,168
201711,376193,120
201711,378356,460
201711,378536,136
201711,379265,348
201711,379876,207
201711,384924,705
201711,392593,206
201711,395234,156
201711,401052,153
201711,409854,1544
201711,412240,112
201711,416749,208
201711,417803,144
201711,425432,1860
201711,436105,456
201711,437063,118
201711,437598,98
201711,453752,197
201711,468392,171
201711,472603,136
201711,475895,138
201711,481950,173
201711,482497,182
201711,492952,197
201711,496459,381
201711,501564,166
201711,510309,120
201711,516750,97
201711,526401,450
201711,527765,66
201711,527809,165
201711,540712,310
201711,559132,137
201711,560265,97
201711,569154,329
201711,576298,299
201711,580470,451
201711,580634,245
201711,587678,172
201711,591790,225
201711,597927,190
201711,603972,470
201711,612523,147
201711,614059,324
201711,619401,418
201711,621073,1074
201711,628041,750
201711,649213,131
201711,651347,216
201711,651782,100
201711,653436,190
201711,654134,580
201711,671482,116
201711,682651,281
201711,683364,120
201711,687270,467
201711,692703,516
201711,693436,197
201711,713651,214
201711,714150,212
201711,714152,435
201711,714860,178
201711,725137,124
201711,732758,174
201711,735971,2479
201711,736094,232
201711,739296,850
201711,741152,552
201711,743957,702
201711,745137,903
201711,750340,127
201711,760412,95
201711,786351,151
201711,789290,94
201711,810398,147
201711,815230,186
201711,819061,127
201711,842246,160
201711,851857,166
201711,854079,186
201711,854548,151
201711,861459,270
201711,871642,176
201711,872180,146
201711,883691,273
201711,890189,1261
201711,905061,384
201711,905745,192
201711,914348,552
201711,923841,675
201711,924154,1238
201711,948936,103
201711,950264,1218
201711,953842,968
201711,961362,83
201711,961962,110
201711,963845,218
201711,973106,161
201711,978089,467
