predict_date,class_id,predict_quantity
201711,103507,240
201711,124140,322
201711,125403,188
201711,136916,161
201711,169673,203
201711,175962,217
201711,178529,172
201711,186250,122
201711,194201,367
201711,194450,341
201711,198427,135
201711,206765,2039
201711,209945,132
201711,219195,145
201711,221795,365
201711,245609,147
201711,248352,320
201711,249875,172
201711,250658,228
201711,265980,242
201711,270690,806
201711,281301,382
201711,281792,482
201711,289386,517
201711,289403,329
201711,290854,250
201711,291086,384
201711,291514,87
201711,302513,176
201711,304458,432
201711,308913,149
201711,321683,2171
201711,340175,171
201711,347384,3567
201711,348641,391
201711,349023,1019
201711,350259,598
201711,354068,512
201711,356986,529
201711,359378,91
201711,360648,160
201711,376193,171
201711,378356,514
201711,378536,128
201711,379265,337
201711,379876,200
201711,384924,700
201711,392593,244
201711,395234,133
201711,401052,187
201711,409854,1676
201711,412240,102
201711,416749,221
201711,417803,134
201711,425432,1775
201711,436105,505
201711,437063,143
201711,437598,102
201711,453752,216
201711,468392,188
201711,472603,136
201711,475895,121
201711,481950,168
201711,482497,208
201711,492952,210
201711,496459,406
201711,501564,188
201711,510309,137
201711,516750,97
201711,526401,517
201711,527765,64
201711,527809,184
201711,540712,357
201711,559132,150
201711,560265,95
201711,569154,386
201711,576298,296
201711,580470,433
201711,580634,282
201711,587678,183
201711,591790,240
201711,597927,226
201711,603972,519
201711,612523,170
201711,614059,355
201711,619401,404
201711,621073,1107
201711,628041,722
201711,649213,134
201711,651347,206
201711,651782,111
201711,653436,195
201711,654134,627
201711,671482,113
201711,682651,326
201711,683364,109
201711,687270,500
201711,692703,618
201711,693436,245
201711,713651,251
201711,714150,226
201711,714152,524
201711,714860,212
201711,725137,141
201711,732758,179
201711,735971,2380
201711,736094,249
201711,739296,907
201711,741152,624
201711,743957,697
201711,745137,1038
201711,750340,136
201711,760412,106
201711,786351,159
201711,789290,88
201711,810398,132
201711,815230,204
201711,819061,151
201711,842246,199
201711,851857,198
201711,854079,193
201711,854548,139
201711,861459,258
201711,871642,193
201711,872180,188
201711,883691,307
201711,890189,1673
201711,905061,364
201711,905745,170
201711,914348,570
201711,923841,724
201711,924154,1201
201711,948936,91
201711,950264,1005
201711,953842,933
201711,961362,88
201711,961962,116
201711,963845,246
201711,973106,183
201711,978089,505
