predict_date,class_id,predict_quantity
201711,103507,197
201711,124140,307
201711,125403,212
201711,136916,168
201711,169673,211
201711,175962,229
201711,178529,156
201711,186250,120
201711,194201,358
201711,194450,306
201711,198427,129
201711,206765,2084
201711,209945,163
201711,219195,152
201711,221795,394
201711,245609,141
201711,248352,286
201711,249875,147
201711,250658,239
201711,265980,269
201711,270690,739
201711,281301,385
201711,281792,489
201711,289386,503
201711,289403,297
201711,290854,274
201711,291086,384
201711,291514,94
201711,302513,171
201711,304458,452
201711,308913,154
201711,321683,2208
201711,340175,199
201711,347384,3591
201711,348641,371
201711,349023,1072
201711,350259,606
201711,354068,494
201711,356986,581
201711,359378,87
201711,360648,165
201711,376193,139
201711,378356,480
201711,378536,130
201711,379265,309
201711,379876,164
201711,384924,777
201711,392593,222
201711,395234,139
201711,401052,172
201711,409854,1705
201711,412240,104
201711,416749,225
201711,417803,149
201711,425432,1834
201711,436105,491
201711,437063,171
201711,437598,112
201711,453752,240
201711,468392,187
201711,472603,143
201711,475895,135
201711,481950,168
201711,482497,221
201711,492952,213
201711,496459,414
201711,501564,189
201711,510309,144
201711,516750,90
201711,526401,459
201711,527765,60
201711,527809,214
201711,540712,349
201711,559132,165
201711,560265,95
201711,569154,369
201711,576298,286
201711,580470,465
201711,580634,275
201711,587678,214
201711,591790,250
201711,597927,202
201711,603972,474
201711,612523,168
201711,614059,375
201711,619401,422
201711,621073,1113
201711,628041,761
201711,649213,128
201711,651347,202
201711,651782,119
201711,653436,183
201711,654134,615
201711,671482,116
201711,682651,317
201711,683364,118
201711,687270,483
201711,692703,584
201711,693436,223
201711,713651,245
201711,714150,230
201711,714152,521
201711,714860,191
201711,725137,151
201711,732758,214
201711,735971,2235
201711,736094,238
201711,739296,887
201711,741152,593
201711,743957,727
201711,745137,965
201711,750340,126
201711,760412,90
201711,786351,136
201711,789290,87
201711,810398,134
201711,815230,192
201711,819061,139
201711,842246,169
201711,851857,196
201711,854079,223
201711,854548,138
201711,861459,258
201711,871642,179
201711,872180,153
201711,883691,279
201711,890189,1663
201711,905061,377
201711,905745,184
201711,914348,624
201711,923841,727
201711,924154,1197
201711,948936,93
201711,950264,1196
201711,953842,1032
201711,961362,90
201711,961962,122
201711,963845,234
201711,973106,190
201711,978089,467
