predict_date,class_id,predict_quantity
201711,103507,213
201711,124140,292
201711,125403,164
201711,136916,195
201711,169673,212
201711,175962,251
201711,178529,186
201711,186250,116
201711,194201,334
201711,194450,272
201711,198427,126
201711,206765,1757
201711,209945,111
201711,219195,141
201711,221795,358
201711,245609,134
201711,248352,287
201711,249875,162
201711,250658,207
201711,265980,241
201711,270690,1125
201711,281301,369
201711,281792,476
201711,289386,450
201711,289403,262
201711,290854,224
201711,291086,346
201711,291514,67
201711,302513,195
201711,304458,396
201711,308913,158
201711,321683,1988
201711,340175,191
201711,347384,2995
201711,348641,330
201711,349023,1034
201711,350259,446
201711,354068,440
201711,356986,482
201711,359378,101
201711,360648,161
201711,376193,161
201711,378356,459
201711,378536,135
201711,379265,387
201711,379876,209
201711,384924,694
201711,392593,211
201711,395234,152
201711,401052,145
201711,409854,1408
201711,412240,100
201711,416749,206
201711,417803,141
201711,425432,1878
201711,436105,417
201711,437063,132
201711,437598,97
201711,453752,199
201711,468392,177
201711,472603,129
201711,475895,143
201711,481950,184
201711,482497,190
201711,492952,183
201711,496459,404
201711,501564,176
201711,510309,126
201711,516750,88
201711,526401,400
201711,527765,47
201711,527809,176
201711,540712,302
201711,559132,140
201711,560265,98
201711,569154,344
201711,576298,311
201711,580470,462
201711,580634,241
201711,587678,177
201711,591790,224
201711,597927,182
201711,603972,473
201711,612523,154
201711,614059,333
201711,619401,437
201711,621073,1103
201711,628041,781
201711,649213,125
201711,651347,201
201711,651782,97
201711,653436,183
201711,654134,611
201711,671482,111
201711,682651,296
201711,683364,127
201711,687270,480
201711,692703,495
201711,693436,178
201711,713651,215
201711,714150,209
201711,714152,425
201711,714860,179
201711,725137,116
201711,732758,180
201711,735971,2291
201711,736094,253
201711,739296,898
201711,741152,529
201711,743957,618
201711,745137,851
201711,750340,123
201711,760412,99
201711,786351,177
201711,789290,94
201711,810398,142
201711,815230,193
201711,819061,156
201711,842246,155
201711,851857,175
201711,854079,182
201711,854548,154
201711,861459,295
201711,871642,178
201711,872180,158
201711,883691,263
201711,890189,1373
201711,905061,425
201711,905745,184
201711,914348,676
201711,923841,560
201711,924154,1226
201711,948936,111
201711,950264,1236
201711,953842,880
201711,961362,97
201711,961962,108
201711,963845,227
201711,973106,145
201711,978089,576
