predict_date,class_id,predict_quantity
201711,103507,215
201711,124140,288
201711,125403,168
201711,136916,192
201711,169673,189
201711,175962,246
201711,178529,183
201711,186250,121
201711,194201,353
201711,194450,274
201711,198427,122
201711,206765,1837
201711,209945,114
201711,219195,142
201711,221795,362
201711,245609,140
201711,248352,302
201711,249875,161
201711,250658,207
201711,265980,240
201711,270690,962
201711,281301,363
201711,281792,471
201711,289386,521
201711,289403,256
201711,290854,236
201711,291086,343
201711,291514,69
201711,302513,192
201711,304458,452
201711,308913,180
201711,321683,2243
201711,340175,176
201711,347384,3493
201711,348641,319
201711,349023,1076
201711,350259,420
201711,354068,434
201711,356986,526
201711,359378,108
201711,360648,158
201711,376193,143
201711,378356,476
201711,378536,140
201711,379265,355
201711,379876,242
201711,384924,728
201711,392593,219
201711,395234,170
201711,401052,157
201711,409854,1445
201711,412240,93
201711,416749,227
201711,417803,144
201711,425432,1821
201711,436105,422
201711,437063,121
201711,437598,102
201711,453752,198
201711,468392,178
201711,472603,125
201711,475895,149
201711,481950,169
201711,482497,184
201711,492952,208
201711,496459,412
201711,501564,169
201711,510309,131
201711,516750,92
201711,526401,469
201711,527765,51
201711,527809,171
201711,540712,314
201711,559132,134
201711,560265,100
201711,569154,342
201711,576298,306
201711,580470,458
201711,580634,243
201711,587678,176
201711,591790,266
201711,597927,198
201711,603972,463
201711,612523,151
201711,614059,333
201711,619401,415
201711,621073,1137
201711,628041,780
201711,649213,119
201711,651347,200
201711,651782,97
201711,653436,190
201711,654134,566
201711,671482,111
201711,682651,291
201711,683364,123
201711,687270,479
201711,692703,518
201711,693436,232
201711,713651,201
201711,714150,230
201711,714152,413
201711,714860,158
201711,725137,140
201711,732758,180
201711,735971,2501
201711,736094,251
201711,739296,862
201711,741152,595
201711,743957,603
201711,745137,936
201711,750340,119
201711,760412,98
201711,786351,184
201711,789290,80
201711,810398,145
201711,815230,196
201711,819061,162
201711,842246,163
201711,851857,172
201711,854079,187
201711,854548,153
201711,861459,271
201711,871642,177
201711,872180,149
201711,883691,289
201711,890189,1284
201711,905061,376
201711,905745,189
201711,914348,672
201711,923841,656
201711,924154,1260
201711,948936,97
201711,950264,1187
201711,953842,928
201711,961362,80
201711,961962,101
201711,963845,226
201711,973106,157
201711,978089,539
