predict_date,class_id,predict_quantity
201711,103507,279
201711,124140,267
201711,125403,192
201711,136916,191
201711,169673,168
201711,175962,251
201711,178529,233
201711,186250,112
201711,194201,370
201711,194450,254
201711,198427,109
201711,206765,2177
201711,209945,198
201711,219195,156
201711,221795,357
201711,245609,124
201711,248352,365
201711,249875,123
201711,250658,196
201711,265980,257
201711,270690,804
201711,281301,445
201711,281792,405
201711,289386,403
201711,289403,246
201711,290854,272
201711,291086,452
201711,291514,78
201711,302513,150
201711,304458,412
201711,308913,155
201711,321683,2110
201711,340175,178
201711,347384,2871
201711,348641,377
201711,349023,1087
201711,350259,474
201711,354068,538
201711,356986,454
201711,359378,74
201711,360648,147
201711,376193,129
201711,378356,412
201711,378536,114
201711,379265,319
201711,379876,143
201711,384924,667
201711,392593,202
201711,395234,111
201711,401052,161
201711,409854,1748
201711,412240,74
201711,416749,216
201711,417803,120
201711,425432,1781
201711,436105,401
201711,437063,159
201711,437598,119
201711,453752,235
201711,468392,197
201711,472603,145
201711,475895,115
201711,481950,136
201711,482497,214
201711,492952,194
201711,496459,430
201711,501564,168
201711,510309,132
201711,516750,73
201711,526401,332
201711,527765,99
201711,527809,187
201711,540712,312
201711,559132,137
201711,560265,114
201711,569154,348
201711,576298,278
201711,580470,462
201711,580634,252
201711,587678,238
201711,591790,202
201711,597927,282
201711,603972,490
201711,612523,154
201711,614059,350
201711,619401,336
201711,621073,1099
201711,628041,643
201711,649213,108
201711,651347,193
201711,651782,113
201711,653436,182
201711,654134,729
201711,671482,110
201711,682651,314
201711,683364,97
201711,687270,482
201711,692703,539
201711,693436,183
201711,713651,213
201711,714150,230
201711,714152,485
201711,714860,237
201711,725137,123
201711,732758,198
201711,735971,2535
201711,736094,237
201711,739296,833
201711,741152,521
201711,743957,678
201711,745137,900
201711,750340,120
201711,760412,68
201711,786351,245
201711,789290,71
201711,810398,106
201711,815230,179
201711,819061,226
201711,842246,159
201711,851857,180
201711,854079,226
201711,854548,138
201711,861459,244
201711,871642,168
201711,872180,140
201711,883691,264
201711,890189,1447
201711,905061,293
201711,905745,174
201711,914348,599
201711,923841,647
201711,924154,1047
201711,948936,78
201711,950264,941
201711,953842,968
201711,961362,79
201711,961962,116
201711,963845,232
201711,973106,169
201711,978089,498
